time_s,Status,Message
2.064,2,Yellow
293.525,1,AllClear
414.637,2,Yellow
443.523,1,AllClear
485.545,2,Yellow
500.733,1,AllClear
805.834,2,Yellow
815.144,1,AllClear
1876.427,2,Yellow
2065.885,1,AllClear
3964.422,2,Yellow
3982.255,1,AllClear
7613.749,2,Yellow
7623.301,1,AllClear
