series,season,circuit,driver,decision_lap,real_pit_lap,model_pit_lap,race_laps,compound,tyre_age,slope_s_per_lap,pit_loss_s,b1_lap,b2_lap,b3_lap,b3_undefined,car_class,model_error,b1_error,b2_error,b3_error
imsa,2025,Mosport,48,29,32,46,108,,29,0.024,40.6,36,58.0,46,,GTDPRO,14,4,26.0,14
imsa,2025,Road America,21,22,25,25,62,,22,0.0989,35.2,21,27.0,25,,GTD,0,4,2.0,0
imsa,2025,Road America,12,6,9,25,62,,6,0.0989,35.2,21,27.0,25,,GTD,16,12,18.0,16
imsa,2025,Road America,120,6,9,25,62,,6,0.0989,35.2,21,27.0,25,,GTD,16,12,18.0,16
imsa,2025,Road America,13,14,17,25,62,,14,0.0989,35.2,21,27.0,25,,GTD,8,4,10.0,8
imsa,2025,Road America,27,18,21,25,62,,18,0.0989,35.2,21,27.0,25,,GTD,4,0,6.0,4
imsa,2025,Road America,1,18,21,25,62,,18,0.0671,48.1,21,38.0,25,,GTDPRO,4,0,17.0,4
imsa,2025,Road America,3,6,9,25,62,,6,0.0671,48.1,21,38.0,25,,GTDPRO,16,12,29.0,16
imsa,2025,Road America,48,6,9,25,62,,6,0.0671,48.1,21,38.0,25,,GTDPRO,16,12,29.0,16
imsa,2025,Road America,64,6,9,25,62,,6,0.0671,48.1,21,38.0,25,,GTDPRO,16,12,29.0,16
imsa,2025,Road America,10,22,25,23,66,,22,0.0174,50.5,22,,25,,GTP,2,3,,0
imsa,2025,Road America,23,22,25,23,66,,22,0.0174,50.5,22,,25,,GTP,2,3,,0
imsa,2025,Road America,24,5,8,24,66,,5,0.0174,50.5,22,,25,,GTP,16,14,,17
imsa,2025,Road America,25,22,25,23,66,,22,0.0174,50.5,22,,25,,GTP,2,3,,0
imsa,2025,Road America,31,5,8,24,66,,5,0.0174,50.5,22,,25,,GTP,16,14,,17
imsa,2025,Road Atlanta,12,8,11,49,404,,8,0.0198,66.2,45,82.0,49,,GTD,38,34,71.0,38
imsa,2025,Road Atlanta,21,24,27,49,404,,24,0.0198,66.2,45,82.0,49,,GTD,22,18,55.0,22
imsa,2025,Road Atlanta,27,8,11,49,404,,8,0.0198,66.2,45,82.0,49,,GTD,38,34,71.0,38
imsa,2025,Road Atlanta,13,8,11,49,404,,8,0.0198,66.2,45,82.0,49,,GTD,38,34,71.0,38
imsa,2025,Road Atlanta,48,8,11,52,404,,8,0.0137,67.7,50,99.0,52,,GTDPRO,41,39,88.0,41
imsa,2025,Road Atlanta,3,8,11,52,404,,8,0.0137,67.7,50,99.0,52,,GTDPRO,41,39,88.0,41
imsa,2025,Road Atlanta,64,8,11,52,404,,8,0.0137,67.7,50,99.0,52,,GTDPRO,41,39,88.0,41
imsa,2025,Road Atlanta,10,47,50,52,435,,47,0.0204,71.5,48,84.0,52,,GTP,2,2,34.0,2
imsa,2025,Road Atlanta,6,7,10,52,435,,7,0.0204,71.5,48,84.0,52,,GTP,42,38,74.0,42
imsa,2025,Sebring,12,25,28,31,325,,25,0.0155,23.3,30,55.0,31,,GTD,3,2,27.0,3
imsa,2025,Sebring,70,4,7,31,325,,4,0.0155,23.3,30,55.0,31,,GTD,24,23,48.0,24
imsa,2025,Sebring,57,25,28,31,325,,25,0.0155,23.3,30,55.0,31,,GTD,3,2,27.0,3
imsa,2025,Sebring,27,25,28,31,325,,25,0.0155,23.3,30,55.0,31,,GTD,3,2,27.0,3
imsa,2025,Sebring,36,25,28,31,325,,25,0.0155,23.3,30,55.0,31,,GTD,3,2,27.0,3
imsa,2025,Sebring,1,26,29,32,329,,26,0.0211,66.8,30,80.0,32,,GTDPRO,3,1,51.0,3
imsa,2025,Sebring,48,19,22,32,329,,19,0.0211,66.8,30,80.0,32,,GTDPRO,10,8,58.0,10
imsa,2025,Sebring,64,26,29,32,329,,26,0.0211,66.8,30,80.0,32,,GTDPRO,3,1,51.0,3
imsa,2025,Sebring,81,26,29,32,329,,26,0.0211,66.8,30,80.0,32,,GTDPRO,3,1,51.0,3
imsa,2025,Sebring,65,26,29,32,329,,26,0.0211,66.8,30,80.0,32,,GTDPRO,3,1,51.0,3
imsa,2025,Sebring,31,26,29,32,352,,26,0.0123,69.2,29,106.0,32,,GTP,3,0,77.0,3
imsa,2025,Sebring,25,26,29,32,352,,26,0.0123,69.2,29,106.0,32,,GTP,3,0,77.0,3
imsa,2025,Sebring,93,28,31,32,352,,28,0.0123,69.2,29,106.0,32,,GTP,1,2,75.0,1
imsa,2025,Sebring,6,28,31,32,352,,28,0.0123,69.2,29,106.0,32,,GTP,1,2,75.0,1
imsa,2025,Sebring,5,26,29,32,352,,26,0.0123,69.2,29,106.0,32,,GTP,3,0,77.0,3
imsa,2025,VIR,21,5,8,33,81,,5,0.0606,4.9,27,13.0,33,,GTD,25,19,5.0,25
imsa,2025,VIR,12,5,8,33,81,,5,0.0606,4.9,27,13.0,33,,GTD,25,19,5.0,25
imsa,2025,VIR,120,22,25,33,81,,22,0.0606,4.9,27,22.0,33,,GTD,8,2,3.0,8
imsa,2025,VIR,13,22,25,33,81,,22,0.0606,4.9,27,22.0,33,,GTD,8,2,3.0,8
imsa,2025,VIR,27,22,25,33,81,,22,0.0606,4.9,27,22.0,33,,GTD,8,2,3.0,8
imsa,2025,VIR,1,28,31,31,81,,28,0.0638,6.0,27,28.0,31,,GTDPRO,0,4,3.0,0
imsa,2025,VIR,14,17,20,31,81,,17,0.0638,6.0,27,17.0,31,,GTDPRO,11,7,3.0,11
imsa,2025,VIR,3,22,25,31,81,,22,0.0638,6.0,27,22.0,31,,GTDPRO,6,2,3.0,6
imsa,2025,VIR,4,28,31,31,81,,28,0.0638,6.0,27,28.0,31,,GTDPRO,0,4,3.0,0
imsa,2025,VIR,64,23,26,31,81,,23,0.0638,6.0,27,23.0,31,,GTDPRO,5,1,3.0,5
imsa,2025,Watkins Glen,23,19,22,33,159,,19,0.0648,13.2,32,20.0,33,,GTD,11,10,2.0,11
imsa,2025,Watkins Glen,27,19,22,33,159,,19,0.0648,13.2,32,20.0,33,,GTD,11,10,2.0,11
imsa,2025,Watkins Glen,21,19,22,33,159,,19,0.0648,13.2,32,20.0,33,,GTD,11,10,2.0,11
imsa,2025,Watkins Glen,13,19,22,33,159,,19,0.0648,13.2,32,20.0,33,,GTD,11,10,2.0,11
imsa,2025,Watkins Glen,70,19,22,33,159,,19,0.0648,13.2,32,20.0,33,,GTD,11,10,2.0,11
imsa,2025,Watkins Glen,1,19,22,29,160,,19,0.0443,55.6,27,50.0,29,,GTDPRO,7,5,28.0,7
imsa,2025,Watkins Glen,3,19,22,29,160,,19,0.0443,55.6,27,50.0,29,,GTDPRO,7,5,28.0,7
imsa,2025,Watkins Glen,65,19,22,29,160,,19,0.0443,55.6,27,50.0,29,,GTDPRO,7,5,28.0,7
imsa,2025,Watkins Glen,4,19,22,29,160,,19,0.0443,55.6,27,50.0,29,,GTDPRO,7,5,28.0,7
imsa,2025,Watkins Glen,48,19,22,29,160,,19,0.0443,55.6,27,50.0,29,,GTDPRO,7,5,28.0,7
imsa,2025,Watkins Glen,10,19,22,30,169,,19,0.0245,41.2,28,58.0,30,,GTP,8,6,36.0,8
imsa,2025,Watkins Glen,24,19,22,30,169,,19,0.0245,41.2,28,58.0,30,,GTP,8,6,36.0,8
imsa,2025,Watkins Glen,31,19,22,30,169,,19,0.0245,41.2,28,58.0,30,,GTP,8,6,36.0,8
imsa,2025,Watkins Glen,6,19,22,30,169,,19,0.0245,41.2,28,58.0,30,,GTP,8,6,36.0,8
imsa,2025,Watkins Glen,40,19,22,30,169,,19,0.0245,41.2,28,58.0,30,,GTP,8,6,36.0,8
imsa,2026,Daytona,13,31,34,34,660,,31,0.0362,71.5,33,63.0,34,,GTD,0,1,29.0,0
imsa,2026,Daytona,57,31,34,34,660,,31,0.0362,71.5,33,63.0,34,,GTD,0,1,29.0,0
imsa,2026,Daytona,44,31,34,34,660,,31,0.0362,71.5,33,63.0,34,,GTD,0,1,29.0,0
imsa,2026,Daytona,48,30,33,35,661,,30,0.0358,27.2,33,39.0,35,,GTDPRO,2,0,6.0,2
imsa,2026,Daytona,31,10,13,34,705,,10,0.0233,28.5,32,49.0,34,,GTP,21,19,36.0,21
imsa,2026,Daytona,25,31,34,34,705,,31,0.0233,28.5,32,49.0,34,,GTP,0,2,15.0,0
imsa,2026,Daytona,60,31,34,34,705,,31,0.0233,28.5,32,49.0,34,,GTP,0,2,15.0,0
imsa,2026,Daytona,7,31,34,34,705,,31,0.0233,28.5,32,49.0,34,,GTP,0,2,15.0,0
imsa,2026,Detroit,1,16,19,37,79,,16,0.0047,8.6,40,60.0,59,,GTDPRO,18,21,41.0,40
imsa,2026,Detroit,14,21,24,41,79,,21,0.0047,8.6,40,60.0,59,,GTDPRO,17,16,36.0,35
imsa,2026,Detroit,3,22,25,40,79,,22,0.0047,8.6,40,60.0,59,,GTDPRO,15,15,35.0,34
imsa,2026,Detroit,4,20,23,40,79,,20,0.0047,8.6,40,60.0,59,,GTDPRO,17,17,37.0,36
imsa,2026,Detroit,59,9,12,40,79,,9,0.0047,8.6,40,60.0,59,,GTDPRO,28,28,48.0,47
imsa,2026,Detroit,10,32,35,41,82,,32,0.0032,8.0,41,71.0,51,,GTP,6,6,36.0,16
imsa,2026,Detroit,23,10,13,41,82,,10,0.0032,8.0,41,71.0,51,,GTP,28,28,58.0,38
imsa,2026,Detroit,24,23,26,46,82,,23,0.0032,8.0,41,71.0,51,,GTP,20,15,45.0,25
imsa,2026,Detroit,25,34,37,42,82,,34,0.0032,8.0,41,71.0,51,,GTP,5,4,34.0,14
imsa,2026,Detroit,31,25,28,44,82,,25,0.0032,8.0,41,71.0,51,,GTP,16,13,43.0,23
imsa,2026,Laguna Seca,45,31,34,42,110,,31,0.052,6.3,37,31.0,42,,GTD,8,3,3.0,8
imsa,2026,Laguna Seca,120,32,35,42,110,,32,0.052,6.3,37,32.0,42,,GTD,7,2,3.0,7
imsa,2026,Laguna Seca,16,30,33,42,110,,30,0.052,6.3,37,30.0,42,,GTD,9,4,3.0,9
imsa,2026,Laguna Seca,12,30,33,42,110,,30,0.052,6.3,37,30.0,42,,GTD,9,4,3.0,9
imsa,2026,Laguna Seca,3,42,45,49,111,,42,0.0331,7.7,37,42.0,49,,GTDPRO,4,8,3.0,4
imsa,2026,Laguna Seca,77,44,47,49,111,,44,0.0331,7.7,37,44.0,49,,GTDPRO,2,10,3.0,2
imsa,2026,Laguna Seca,4,20,23,49,111,,20,0.0331,7.7,37,22.0,49,,GTDPRO,26,14,1.0,26
imsa,2026,Laguna Seca,64,34,37,49,111,,34,0.0331,7.7,37,34.0,49,,GTDPRO,12,0,3.0,12
imsa,2026,Laguna Seca,23,37,40,47,119,,37,0.0241,10.4,40,37.0,47,,GTP,7,0,3.0,7
imsa,2026,Laguna Seca,6,44,47,47,119,,44,0.0241,10.4,40,44.0,47,,GTP,0,7,3.0,0
imsa,2026,Laguna Seca,31,43,46,47,119,,43,0.0241,10.4,40,43.0,47,,GTP,1,6,3.0,1
imsa,2026,Long Beach,12,24,27,41,68,,24,0.0011,34.0,34,,44,,GTD,14,7,,17
imsa,2026,Long Beach,13,23,26,33,68,,23,0.0011,34.0,34,,44,,GTD,7,8,,18
imsa,2026,Long Beach,16,23,26,33,68,,23,0.0011,34.0,34,,44,,GTD,7,8,,18
imsa,2026,Long Beach,177,24,27,41,68,,24,0.0011,34.0,34,,44,,GTD,14,7,,17
imsa,2026,Long Beach,19,23,26,33,68,,23,0.0011,34.0,34,,44,,GTD,7,8,,18
imsa,2026,Long Beach,24,15,18,16,70,,15,-0.0127,44.7,35,,46,,GTP,2,17,,28
imsa,2026,Long Beach,40,31,34,46,70,,31,-0.0127,44.7,35,,46,,GTP,12,1,,12
imsa,2026,Long Beach,31,24,27,46,70,,24,-0.0127,44.7,35,,46,,GTP,19,8,,19
imsa,2026,Long Beach,7,25,28,46,70,,25,-0.0127,44.7,35,,46,,GTP,18,7,,18
imsa,2026,Long Beach,60,9,12,10,70,,9,-0.0127,44.7,35,,46,,GTP,2,23,,34
imsa,2026,Sebring,120,12,15,32,312,,12,0.0203,40.6,28,63.0,32,,GTD,17,13,48.0,17
imsa,2026,Sebring,21,20,23,32,312,,20,0.0203,40.6,28,63.0,32,,GTD,9,5,40.0,9
imsa,2026,Sebring,13,20,23,32,312,,20,0.0203,40.6,28,63.0,32,,GTD,9,5,40.0,9
imsa,2026,Sebring,80,20,23,32,312,,20,0.0203,40.6,28,63.0,32,,GTD,9,5,40.0,9
imsa,2026,Sebring,96,3,6,32,312,,3,0.0203,40.6,28,63.0,32,,GTD,26,22,57.0,26
imsa,2026,Sebring,33,20,23,32,321,,20,0.0121,67.6,29,106.0,32,,GTDPRO,9,6,83.0,9
imsa,2026,Sebring,1,20,23,32,321,,20,0.0121,67.6,29,106.0,32,,GTDPRO,9,6,83.0,9
imsa,2026,Sebring,3,20,23,32,321,,20,0.0121,67.6,29,106.0,32,,GTDPRO,9,6,83.0,9
imsa,2026,Sebring,4,20,23,32,321,,20,0.0121,67.6,29,106.0,32,,GTDPRO,9,6,83.0,9
imsa,2026,Sebring,64,20,23,32,321,,20,0.0121,67.6,29,106.0,32,,GTDPRO,9,6,83.0,9
imsa,2026,Sebring,10,20,23,30,343,,20,0.0022,69.0,31,250.0,33,,GTP,7,8,227.0,10
imsa,2026,Sebring,24,20,23,30,343,,20,0.0022,69.0,31,250.0,33,,GTP,7,8,227.0,10
imsa,2026,Sebring,31,20,23,30,343,,20,0.0022,69.0,31,250.0,33,,GTP,7,8,227.0,10
imsa,2026,Sebring,7,20,23,30,343,,20,0.0022,69.0,31,250.0,33,,GTP,7,8,227.0,10
imsa,2026,Sebring,40,20,23,30,343,,20,0.0022,69.0,31,250.0,33,,GTP,7,8,227.0,10
imsa,2026,Watkins Glen,23,22,25,36,170,,22,0.018,12.7,34,38.0,36,,GTD,11,9,13.0,11
imsa,2026,Watkins Glen,68,17,20,36,170,,17,0.018,12.7,34,38.0,36,,GTD,16,14,18.0,16
imsa,2026,Watkins Glen,12,17,20,36,170,,17,0.018,12.7,34,38.0,36,,GTD,16,14,18.0,16
imsa,2026,Watkins Glen,120,17,20,36,170,,17,0.018,12.7,34,38.0,36,,GTD,16,14,18.0,16
imsa,2026,Watkins Glen,27,17,20,36,170,,17,0.018,12.7,34,38.0,36,,GTD,16,14,18.0,16
imsa,2026,Watkins Glen,33,17,20,38,171,,17,0.0161,25.7,34,57.0,38,,GTDPRO,18,14,37.0,18
imsa,2026,Watkins Glen,1,17,20,38,171,,17,0.0161,25.7,34,57.0,38,,GTDPRO,18,14,37.0,18
imsa,2026,Watkins Glen,14,17,20,38,171,,17,0.0161,25.7,34,57.0,38,,GTDPRO,18,14,37.0,18
imsa,2026,Watkins Glen,3,17,20,38,171,,17,0.0161,25.7,34,57.0,38,,GTDPRO,18,14,37.0,18
imsa,2026,Watkins Glen,4,17,20,38,171,,17,0.0161,25.7,34,57.0,38,,GTDPRO,18,14,37.0,18
imsa,2026,Watkins Glen,10,17,20,39,182,,17,0.0271,37.3,36,52.0,39,,GTP,19,16,32.0,19
imsa,2026,Watkins Glen,24,17,20,39,182,,17,0.0271,37.3,36,52.0,39,,GTP,19,16,32.0,19
imsa,2026,Watkins Glen,25,17,20,39,182,,17,0.0271,37.3,36,52.0,39,,GTP,19,16,32.0,19
imsa,2026,Watkins Glen,6,17,20,39,182,,17,0.0271,37.3,36,52.0,39,,GTP,19,16,32.0,19
imsa,2026,Watkins Glen,31,17,20,39,182,,17,0.0271,37.3,36,52.0,39,,GTP,19,16,32.0,19
wec,2022,Bahrain,7,29,32,33,243,,29,0.0295,72.1,30,70.0,33,,HYPERCAR,1,2,38.0,1
wec,2022,Bahrain,8,30,33,33,243,,30,0.0295,72.1,30,70.0,33,,HYPERCAR,0,3,37.0,0
wec,2022,Bahrain,36,25,28,33,243,,25,0.0295,72.1,30,70.0,33,,HYPERCAR,5,2,42.0,5
wec,2022,Bahrain,94,29,32,33,243,,29,0.0295,72.1,30,70.0,33,,HYPERCAR,1,2,38.0,1
wec,2022,Bahrain,93,28,31,33,243,,28,0.0295,72.1,30,70.0,33,,HYPERCAR,2,1,39.0,2
wec,2022,Le Mans,7,9,12,13,375,,9,0.1828,66.6,12,27.0,13,,HYPERCAR,1,0,15.0,1
wec,2022,Le Mans,8,10,13,13,375,,10,0.1828,66.6,12,27.0,13,,HYPERCAR,0,1,14.0,0
wec,2022,Le Mans,709,9,12,13,375,,9,0.1828,66.6,12,27.0,13,,HYPERCAR,1,0,15.0,1
wec,2022,Le Mans,708,10,13,13,375,,10,0.1828,66.6,12,27.0,13,,HYPERCAR,0,1,14.0,0
wec,2022,Le Mans,36,9,12,13,375,,9,0.1828,66.6,12,27.0,13,,HYPERCAR,1,0,15.0,1
wec,2022,Monza,36,11,14,12,180,,11,-0.01,73.9,30,,31,,HYPERCAR,2,16,,17
wec,2022,Monza,8,7,10,9,180,,7,-0.01,73.9,30,,31,,HYPERCAR,1,20,,21
wec,2022,Monza,7,6,9,7,180,,6,-0.01,73.9,30,,31,,HYPERCAR,2,21,,22
wec,2022,Monza,94,11,14,12,180,,11,-0.01,73.9,30,,31,,HYPERCAR,2,16,,17
wec,2022,Monza,708,11,14,16,180,,11,-0.01,73.9,30,,31,,HYPERCAR,2,16,,17
wec,2022,Sebring,36,21,24,22,193,,21,-0.0184,74.8,28,,29,,HYPERCAR,2,4,,5
wec,2022,Sebring,8,25,28,26,193,,25,-0.0184,74.8,28,,29,,HYPERCAR,2,0,,1
wec,2022,Sebring,708,24,27,25,193,,24,-0.0184,74.8,28,,29,,HYPERCAR,2,1,,2
wec,2022,Sebring,7,25,28,26,193,,25,-0.0184,74.8,28,,29,,HYPERCAR,2,0,,1
wec,2022,Spa,36,22,25,27,102,,22,0.0499,33.2,26,36.0,27,,HYPERCAR,2,1,11.0,2
wec,2022,Spa,7,23,26,27,102,,23,0.0499,33.2,26,36.0,27,,HYPERCAR,1,0,10.0,1
wec,2022,Spa,708,21,24,27,102,,21,0.0499,33.2,26,36.0,27,,HYPERCAR,3,2,12.0,3
wec,2022,Spa,8,24,27,25,102,,24,0.0499,33.2,26,36.0,27,,HYPERCAR,2,1,9.0,0
wec,2023,Bahrain,38,29,32,33,247,,29,0.0517,86.3,31,58.0,33,,HYPERCAR,1,1,26.0,1
wec,2023,Bahrain,8,29,32,33,247,,29,0.0517,86.3,31,58.0,33,,HYPERCAR,1,1,26.0,1
wec,2023,Bahrain,7,28,31,33,247,,28,0.0517,86.3,31,58.0,33,,HYPERCAR,2,0,27.0,2
wec,2023,Bahrain,50,28,31,33,247,,28,0.0517,86.3,31,58.0,33,,HYPERCAR,2,0,27.0,2
wec,2023,Bahrain,6,29,32,33,247,,29,0.0517,86.3,31,58.0,33,,HYPERCAR,1,1,26.0,1
wec,2023,Fuji,6,30,33,41,228,,30,0.0131,84.2,38,113.0,41,,HYPERCAR,8,5,80.0,8
wec,2023,Fuji,8,38,41,41,228,,38,0.0131,84.2,38,113.0,41,,HYPERCAR,0,3,72.0,0
wec,2023,Fuji,7,36,39,41,228,,36,0.0131,84.2,38,113.0,41,,HYPERCAR,2,1,74.0,2
wec,2023,Fuji,38,38,41,41,228,,38,0.0131,84.2,38,113.0,41,,HYPERCAR,0,3,72.0,0
wec,2023,Fuji,50,37,40,41,228,,37,0.0131,84.2,38,113.0,41,,HYPERCAR,1,2,73.0,1
wec,2023,Portimao,8,35,38,38,219,,35,0.0046,83.7,36,191.0,38,,HYPERCAR,0,2,153.0,0
wec,2023,Portimao,50,34,37,38,219,,34,0.0046,83.7,36,191.0,38,,HYPERCAR,1,1,154.0,1
wec,2023,Portimao,6,35,38,38,219,,35,0.0046,83.7,36,191.0,38,,HYPERCAR,0,2,153.0,0
wec,2023,Portimao,2,34,37,38,219,,34,0.0046,83.7,36,191.0,38,,HYPERCAR,1,1,154.0,1
wec,2023,Portimao,94,34,37,38,219,,34,0.0046,83.7,36,191.0,38,,HYPERCAR,1,1,154.0,1
wec,2023,Sebring,50,6,9,7,235,,6,-0.0095,91.1,29,,32,,HYPERCAR,2,20,,23
wec,2023,Spa,5,24,27,28,146,,24,0.0218,79.3,24,85.0,28,,HYPERCAR,1,3,58.0,1
wec,2023,Spa,7,25,28,28,146,,25,0.0218,79.3,24,85.0,28,,HYPERCAR,0,4,57.0,0
wec,2023,Spa,51,8,11,28,146,,8,0.0218,79.3,24,85.0,28,,HYPERCAR,17,13,74.0,17
wec,2023,Spa,2,7,10,28,146,,7,0.0218,79.3,24,85.0,28,,HYPERCAR,18,14,75.0,18
wec,2024,Bahrain,15,29,32,33,235,,29,0.0576,80.6,29,53.0,33,,HYPERCAR,1,3,21.0,1
wec,2024,Bahrain,2,29,32,33,235,,29,0.0576,80.6,29,53.0,33,,HYPERCAR,1,3,21.0,1
wec,2024,Bahrain,93,30,33,33,235,,30,0.0576,80.6,29,53.0,33,,HYPERCAR,0,4,20.0,0
wec,2024,Bahrain,35,30,33,33,235,,30,0.0576,80.6,29,53.0,33,,HYPERCAR,0,4,20.0,0
wec,2024,COTA,35,7,10,8,182,,7,-0.012,74.0,30,,33,,HYPERCAR,2,20,,23
wec,2024,COTA,2,26,29,27,182,,26,-0.012,74.0,30,,33,,HYPERCAR,2,1,,4
wec,2024,COTA,7,30,33,31,182,,30,-0.012,74.0,30,,33,,HYPERCAR,2,3,,0
wec,2024,COTA,83,28,31,29,182,,28,-0.012,74.0,30,,33,,HYPERCAR,2,1,,2
wec,2024,COTA,50,29,32,30,182,,29,-0.012,74.0,30,,33,,HYPERCAR,2,2,,1
wec,2024,Fuji,12,39,42,43,213,,39,0.0218,79.0,36,85.0,43,,HYPERCAR,1,6,43.0,1
wec,2024,Fuji,15,40,43,43,213,,40,0.0218,79.0,36,85.0,43,,HYPERCAR,0,7,42.0,0
wec,2024,Fuji,36,40,43,43,213,,40,0.0218,79.0,36,85.0,43,,HYPERCAR,0,7,42.0,0
wec,2024,Fuji,50,40,43,43,213,,40,0.0218,79.0,36,85.0,43,,HYPERCAR,0,7,42.0,0
wec,2024,Interlagos,7,40,43,44,234,,40,0.0264,77.6,39,77.0,44,,HYPERCAR,1,4,34.0,1
wec,2024,Interlagos,5,40,43,44,234,,40,0.0264,77.6,39,77.0,44,,HYPERCAR,1,4,34.0,1
wec,2024,Interlagos,51,41,44,44,234,,41,0.0264,77.6,39,77.0,44,,HYPERCAR,0,5,33.0,0
wec,2024,Interlagos,8,41,44,44,234,,41,0.0264,77.6,39,77.0,44,,HYPERCAR,0,5,33.0,0
wec,2024,Interlagos,6,25,28,44,234,,25,0.0264,77.6,39,77.0,44,,HYPERCAR,16,11,49.0,16
wec,2024,Spa,12,25,28,29,140,,25,0.0586,63.0,28,46.0,29,,HYPERCAR,1,0,18.0,1
wec,2024,Spa,51,24,27,29,140,,24,0.0586,63.0,28,46.0,29,,HYPERCAR,2,1,19.0,2
wec,2024,Spa,35,25,28,29,140,,25,0.0586,63.0,28,46.0,29,,HYPERCAR,1,0,18.0,1
wec,2024,Spa,83,24,27,29,140,,24,0.0586,63.0,28,46.0,29,,HYPERCAR,2,1,19.0,2
wec,2024,Spa,8,6,9,29,140,,6,0.0586,63.0,28,46.0,29,,HYPERCAR,20,19,37.0,20
wec,2025,Bahrain,9,28,31,33,236,,28,0.0492,81.9,30,58.0,33,,HYPERCAR,2,1,27.0,2
wec,2025,Bahrain,12,29,32,33,236,,29,0.0492,81.9,30,58.0,33,,HYPERCAR,1,2,26.0,1
wec,2025,Bahrain,83,29,32,33,236,,29,0.0492,81.9,30,58.0,33,,HYPERCAR,1,2,26.0,1
wec,2025,Bahrain,50,29,32,33,236,,29,0.0492,81.9,30,58.0,33,,HYPERCAR,1,2,26.0,1
wec,2025,Bahrain,7,30,33,33,236,,30,0.0492,81.9,30,58.0,33,,HYPERCAR,0,3,25.0,0
wec,2025,COTA,35,15,18,16,120,,15,-0.1645,21.0,30,,38,,HYPERCAR,2,12,,20
wec,2025,COTA,12,26,29,27,120,,26,-0.1645,21.0,30,,38,,HYPERCAR,2,1,,9
wec,2025,COTA,94,15,18,16,120,,15,-0.1645,21.0,30,,38,,HYPERCAR,2,12,,20
wec,2025,COTA,93,6,9,7,120,,6,-0.1645,21.0,30,,38,,HYPERCAR,2,21,,29
wec,2025,Fuji,9,21,24,47,202,,21,0.0213,83.5,40,89.0,47,,HYPERCAR,23,16,65.0,23
wec,2025,Fuji,12,25,28,47,202,,25,0.0213,83.5,40,89.0,47,,HYPERCAR,19,12,61.0,19
wec,2025,Fuji,94,25,28,47,202,,25,0.0213,83.5,40,89.0,47,,HYPERCAR,19,12,61.0,19
wec,2025,Fuji,20,25,28,47,202,,25,0.0213,83.5,40,89.0,47,,HYPERCAR,19,12,61.0,19
wec,2025,Fuji,35,25,28,47,202,,25,0.0213,83.5,40,89.0,47,,HYPERCAR,19,12,61.0,19
wec,2025,Imola,15,33,36,38,212,,33,0.0147,17.1,35,48.0,38,,HYPERCAR,2,1,12.0,2
wec,2025,Imola,12,30,33,38,212,,30,0.0147,17.1,35,48.0,38,,HYPERCAR,5,2,15.0,5
wec,2025,Imola,83,34,37,38,212,,34,0.0147,17.1,35,48.0,38,,HYPERCAR,1,2,11.0,1
wec,2025,Imola,93,33,36,38,212,,33,0.0147,17.1,35,48.0,38,,HYPERCAR,2,1,12.0,2
wec,2025,Imola,20,35,38,38,212,,35,0.0147,17.1,35,48.0,38,,HYPERCAR,0,3,10.0,0
wec,2025,Interlagos,38,41,44,44,240,,41,0.0018,76.3,40,,44,,HYPERCAR,0,4,,0
wec,2025,Interlagos,12,28,31,44,240,,28,0.0018,76.3,40,,44,,HYPERCAR,13,9,,13
wec,2025,Interlagos,5,40,43,44,240,,40,0.0018,76.3,40,,44,,HYPERCAR,1,3,,1
wec,2025,Interlagos,20,41,44,44,240,,41,0.0018,76.3,40,,44,,HYPERCAR,0,4,,0
wec,2025,Interlagos,6,39,42,44,240,,39,0.0018,76.3,40,,44,,HYPERCAR,2,2,,2
wec,2025,Le Mans,12,9,12,14,384,,9,-0.0033,71.1,13,,14,,HYPERCAR,2,1,,2
wec,2025,Le Mans,51,10,13,12,384,,10,-0.0033,71.1,13,,14,,HYPERCAR,1,0,,1
wec,2025,Le Mans,6,10,13,12,384,,10,-0.0033,71.1,13,,14,,HYPERCAR,1,0,,1
wec,2025,Le Mans,83,11,14,12,384,,11,-0.0033,71.1,13,,14,,HYPERCAR,2,1,,0
wec,2025,Le Mans,50,10,13,12,384,,10,-0.0033,71.1,13,,14,,HYPERCAR,1,0,,1
wec,2025,Losail,15,28,31,29,317,,28,-0.0191,78.2,35,,37,,HYPERCAR,2,4,,6
wec,2025,Losail,12,32,35,33,317,,32,-0.0191,78.2,35,,37,,HYPERCAR,2,0,,2
wec,2025,Losail,93,32,35,33,317,,32,-0.0191,78.2,35,,37,,HYPERCAR,2,0,,2
wec,2025,Losail,8,24,27,25,317,,24,-0.0191,78.2,35,,37,,HYPERCAR,2,8,,10
wec,2025,Losail,20,32,35,33,317,,32,-0.0191,78.2,35,,37,,HYPERCAR,2,0,,2
wec,2025,Spa,7,23,26,28,150,,23,0.0198,61.0,25,78.0,28,,HYPERCAR,2,1,52.0,2
wec,2025,Spa,12,23,26,28,150,,23,0.0198,61.0,25,78.0,28,,HYPERCAR,2,1,52.0,2
wec,2025,Spa,93,22,25,28,150,,22,0.0198,61.0,25,78.0,28,,HYPERCAR,3,0,53.0,3
wec,2025,Spa,15,23,26,28,150,,23,0.0198,61.0,25,78.0,28,,HYPERCAR,2,1,52.0,2
wec,2025,Spa,35,23,26,28,150,,23,0.0198,61.0,25,78.0,28,,HYPERCAR,2,1,52.0,2
