series,year,event,car_class,car,rank,decision_lap,real_pit_lap,model_pit_lap,delta_laps,fuel_deadline_lap,p_best_at_real,median_cost_s,real_stop_neutralised
imsa,2024,Road Atlanta,GTDPRO,62,4,40,43,50,7,50,0.0058,6.67,False
imsa,2024,Road Atlanta,GTDPRO,3,5,16,19,50,31,50,0.0033,35.94,True
imsa,2024,Road Atlanta,GTP,01,1,13,16,47,31,47,0.0,132.05,True
imsa,2024,Road Atlanta,GTP,6,2,16,19,47,28,47,0.0,113.78,True
imsa,2024,Road Atlanta,GTP,7,3,16,19,47,28,47,0.0,113.78,True
imsa,2024,Road Atlanta,GTP,31,4,16,19,47,28,47,0.0,113.8,True
imsa,2024,Road Atlanta,GTP,24,5,18,21,47,26,47,0.0,106.15,True
imsa,2024,Sebring,GTD,12,1,20,23,32,9,32,0.0,31.19,True
imsa,2024,Sebring,GTD,13,3,5,8,32,24,32,0.0,103.54,False
imsa,2024,Sebring,GTD,43,4,20,23,32,9,32,0.0,31.19,True
imsa,2024,Sebring,GTD,34,5,20,23,32,9,32,0.0,31.19,True
imsa,2024,Sebring,GTDPRO,1,1,20,23,21,-2,33,0.0158,3.75,True
imsa,2024,Sebring,GTDPRO,14,2,20,23,21,-2,33,0.0158,3.75,True
imsa,2024,Sebring,GTDPRO,19,3,20,23,21,-2,33,0.0158,3.75,True
imsa,2024,Sebring,GTDPRO,23,4,20,23,21,-2,33,0.0158,3.75,True
imsa,2024,Sebring,GTDPRO,62,5,20,23,21,-2,33,0.0158,3.75,True
imsa,2024,Sebring,GTP,01,1,20,23,32,9,32,0.0008,35.27,True
imsa,2024,Sebring,GTP,10,2,20,23,32,9,32,0.0008,35.27,True
imsa,2024,Sebring,GTP,24,3,6,9,31,22,32,0.0,82.76,False
imsa,2024,Sebring,GTP,25,4,20,23,32,9,32,0.0008,35.27,True
imsa,2024,Sebring,GTP,40,5,20,23,32,9,32,0.0008,35.27,True
imsa,2024,VIR,GTD,12,1,24,27,32,5,32,0.0008,11.14,False
imsa,2024,VIR,GTD,120,2,22,25,32,7,32,0.0,15.12,False
imsa,2024,VIR,GTD,13,3,23,26,32,6,32,0.0,12.41,False
imsa,2024,VIR,GTD,27,4,23,26,32,6,32,0.0,12.41,False
imsa,2024,VIR,GTD,32,5,23,26,32,6,32,0.0,12.41,False
imsa,2024,VIR,GTDPRO,14,2,20,23,32,9,32,0.0,16.04,False
imsa,2024,VIR,GTDPRO,23,3,19,22,32,10,32,0.0,21.99,False
imsa,2024,VIR,GTDPRO,4,4,29,32,32,0,32,0.9908,0.0,False
imsa,2024,VIR,GTDPRO,64,5,27,30,32,2,32,0.0092,2.76,False
imsa,2024,Watkins Glen,GTD,023,1,13,16,35,19,35,0.0,35.98,True
imsa,2024,Watkins Glen,GTD,12,2,18,21,35,14,35,0.0,25.85,True
imsa,2024,Watkins Glen,GTD,120,3,18,21,35,14,35,0.0,26.13,True
imsa,2024,Watkins Glen,GTD,13,4,18,21,35,14,35,0.0,26.13,True
imsa,2024,Watkins Glen,GTD,21,5,18,21,35,14,35,0.0,26.13,True
imsa,2024,Watkins Glen,GTDPRO,1,1,18,21,33,12,33,0.0033,27.6,True
imsa,2024,Watkins Glen,GTDPRO,14,2,18,21,33,12,33,0.0033,27.6,True
imsa,2024,Watkins Glen,GTDPRO,23,3,18,21,33,12,33,0.0033,27.6,True
imsa,2024,Watkins Glen,GTDPRO,9,4,18,21,33,12,33,0.0033,27.6,True
imsa,2024,Watkins Glen,GTDPRO,3,5,18,21,33,12,33,0.0033,27.6,True
imsa,2024,Watkins Glen,GTP,01,1,18,21,33,12,33,0.0067,20.97,True
imsa,2024,Watkins Glen,GTP,24,2,18,21,33,12,33,0.0067,20.97,True
imsa,2024,Watkins Glen,GTP,7,4,18,21,33,12,33,0.0067,20.97,True
imsa,2024,Watkins Glen,GTP,40,5,18,21,33,12,33,0.0067,20.97,True
imsa,2025,Daytona,GTD,13,1,28,31,33,2,33,0.0,51.02,False
imsa,2025,Daytona,GTD,120,2,28,31,33,2,33,0.0,51.02,False
imsa,2025,Daytona,GTD,19,3,28,31,33,2,33,0.0,51.02,False
imsa,2025,Daytona,GTD,57,4,29,32,33,1,33,0.0058,24.81,False
imsa,2025,Daytona,GTD,32,5,26,29,33,4,33,0.0,101.91,False
imsa,2025,Daytona,GTDPRO,1,1,29,32,34,2,34,0.0,45.46,False
imsa,2025,Daytona,GTDPRO,4,2,28,31,34,3,34,0.0,74.91,False
imsa,2025,Daytona,GTDPRO,3,3,29,32,34,2,34,0.0,45.46,False
imsa,2025,Daytona,GTDPRO,81,4,27,30,34,4,34,0.0,103.44,False
imsa,2025,Daytona,GTDPRO,69,5,29,32,34,2,34,0.0,45.46,False
imsa,2025,Daytona,GTP,6,1,26,29,33,4,33,0.0,91.31,False
imsa,2025,Daytona,GTP,7,2,27,30,33,3,33,0.0,71.95,False
imsa,2025,Daytona,GTP,60,3,28,31,33,2,33,0.0,46.64,False
imsa,2025,Daytona,GTP,10,4,26,29,33,4,33,0.0,96.58,False
imsa,2025,Daytona,GTP,24,5,27,30,33,3,33,0.0,74.78,False
imsa,2025,Detroit,GTDPRO,14,1,5,8,6,-2,58,0.0025,2.2,False
imsa,2025,Detroit,GTDPRO,3,3,21,24,22,-2,58,0.0067,0.87,False
imsa,2025,Detroit,GTDPRO,9,4,19,22,20,-2,58,0.0033,1.13,False
imsa,2025,Detroit,GTDPRO,77,5,16,19,17,-2,58,0.0025,1.15,False
imsa,2025,Detroit,GTP,10,1,37,40,54,14,61,0.0292,0.15,False
imsa,2025,Detroit,GTP,23,2,18,21,45,24,61,0.0092,1.29,False
imsa,2025,Detroit,GTP,24,3,28,31,44,13,61,0.0158,0.83,False
imsa,2025,Detroit,GTP,25,4,24,27,61,34,61,0.0117,0.59,False
imsa,2025,Detroit,GTP,40,5,28,31,44,13,61,0.0158,0.83,False
imsa,2025,Indianapolis,GTD,021,1,7,10,47,37,47,0.0,155.54,True
imsa,2025,Indianapolis,GTD,023,2,3,6,47,41,47,0.0,184.15,True
imsa,2025,Indianapolis,GTD,12,3,7,10,47,37,47,0.0,155.54,True
imsa,2025,Indianapolis,GTD,120,4,7,10,47,37,47,0.0,155.54,True
imsa,2025,Indianapolis,GTD,13,5,7,10,47,37,47,0.0,155.54,True
imsa,2025,Indianapolis,GTDPRO,1,1,7,10,49,39,49,0.0,138.11,True
imsa,2025,Indianapolis,GTDPRO,14,2,7,10,49,39,49,0.0,138.11,True
imsa,2025,Indianapolis,GTDPRO,3,3,7,10,49,39,49,0.0,138.11,True
imsa,2025,Indianapolis,GTDPRO,4,4,7,10,49,39,49,0.0,138.11,True
imsa,2025,Indianapolis,GTDPRO,48,5,7,10,49,39,49,0.0,138.11,True
imsa,2025,Indianapolis,GTP,10,1,45,48,50,2,50,0.005,3.28,False
imsa,2025,Indianapolis,GTP,23,2,6,9,50,41,50,0.0,95.05,True
imsa,2025,Indianapolis,GTP,24,3,6,9,50,41,50,0.0,95.05,True
imsa,2025,Indianapolis,GTP,25,4,6,9,50,41,50,0.0,95.05,True
imsa,2025,Indianapolis,GTP,31,5,6,9,50,41,50,0.0,95.05,True
imsa,2025,Long Beach,GTD,021,1,22,25,46,21,48,0.0108,3.23,False
imsa,2025,Long Beach,GTD,12,2,23,26,40,14,48,0.0125,1.14,False
imsa,2025,Long Beach,GTD,120,3,22,25,46,21,48,0.0108,3.11,False
imsa,2025,Long Beach,GTD,13,4,15,18,22,4,48,0.0117,1.36,True
imsa,2025,Long Beach,GTD,177,5,24,27,45,18,48,0.0067,0.92,False
imsa,2025,Long Beach,GTP,10,1,16,19,58,39,58,0.0167,4.63,True
imsa,2025,Long Beach,GTP,23,2,16,19,58,39,58,0.0167,4.63,True
imsa,2025,Long Beach,GTP,24,3,16,19,58,39,58,0.0167,4.63,True
imsa,2025,Long Beach,GTP,25,4,18,21,56,35,58,0.0225,1.2,True
imsa,2025,Long Beach,GTP,31,5,16,19,58,39,58,0.0167,4.63,True
imsa,2025,Mosport,GTD,12,2,34,37,40,3,40,0.0092,3.82,False
imsa,2025,Mosport,GTD,120,3,34,37,40,3,40,0.0092,3.82,False
imsa,2025,Mosport,GTD,13,4,32,35,40,5,40,0.005,7.39,False
imsa,2025,Mosport,GTD,27,5,36,39,40,1,40,0.01,1.24,False
imsa,2025,Mosport,GTDPRO,1,1,36,39,45,6,46,0.0092,4.45,False
imsa,2025,Mosport,GTDPRO,14,2,30,33,46,13,46,0.0092,9.13,False
imsa,2025,Mosport,GTDPRO,3,3,33,36,46,10,46,0.0075,5.9,False
imsa,2025,Mosport,GTDPRO,4,4,34,37,46,9,46,0.0083,4.73,False
imsa,2025,Mosport,GTDPRO,48,5,29,32,46,14,46,0.0083,11.28,False
imsa,2025,Road America,GTD,021,1,22,25,25,0,25,0.9908,0.0,True
imsa,2025,Road America,GTD,12,2,6,9,25,16,25,0.0,47.89,True
imsa,2025,Road America,GTD,120,3,6,9,25,16,25,0.0,47.89,True
imsa,2025,Road America,GTD,13,4,14,17,25,8,25,0.0,22.78,False
imsa,2025,Road America,GTD,27,5,18,21,25,4,25,0.0067,8.14,True
imsa,2025,Road America,GTDPRO,1,1,18,21,25,4,25,0.0075,9.71,True
imsa,2025,Road America,GTDPRO,3,3,6,9,25,16,25,0.0042,35.43,True
imsa,2025,Road America,GTDPRO,48,4,6,9,25,16,25,0.0042,35.43,True
imsa,2025,Road America,GTDPRO,64,5,6,9,25,16,25,0.0042,35.43,True
imsa,2025,Road America,GTP,10,1,22,25,23,-2,25,0.8192,0.48,True
imsa,2025,Road America,GTP,23,2,22,25,23,-2,25,0.8192,0.48,True
imsa,2025,Road America,GTP,24,3,5,8,24,16,25,0.0067,7.63,True
imsa,2025,Road America,GTP,25,4,22,25,23,-2,25,0.8192,0.48,True
imsa,2025,Road America,GTP,31,5,5,8,24,16,25,0.0067,7.63,True
imsa,2025,Road Atlanta,GTD,12,2,8,11,49,38,49,0.0,252.06,True
imsa,2025,Road Atlanta,GTD,21,3,24,27,49,22,49,0.0,143.6,False
imsa,2025,Road Atlanta,GTD,27,4,8,11,49,38,49,0.0,252.06,True
imsa,2025,Road Atlanta,GTD,13,5,8,11,49,38,49,0.0,243.93,True
imsa,2025,Road Atlanta,GTDPRO,48,1,8,11,52,41,52,0.0,185.07,True
imsa,2025,Road Atlanta,GTDPRO,3,2,8,11,52,41,52,0.0,187.95,True
imsa,2025,Road Atlanta,GTDPRO,64,4,8,11,52,41,52,0.0,187.95,True
imsa,2025,Road Atlanta,GTP,10,1,47,50,52,2,52,0.0067,15.59,False
imsa,2025,Road Atlanta,GTP,6,3,7,10,52,42,52,0.0,291.65,True
imsa,2025,Sebring,GTD,12,1,25,28,31,3,31,0.0,9.73,True
imsa,2025,Sebring,GTD,70,2,4,7,31,24,31,0.0,90.6,False
imsa,2025,Sebring,GTD,57,3,25,28,31,3,31,0.0,9.73,True
imsa,2025,Sebring,GTD,27,4,25,28,31,3,31,0.0,9.73,True
imsa,2025,Sebring,GTD,36,5,25,28,31,3,31,0.0,12.37,True
imsa,2025,Sebring,GTDPRO,1,1,26,29,32,3,32,0.0058,18.24,True
imsa,2025,Sebring,GTDPRO,48,2,19,22,32,10,32,0.0,54.23,False
imsa,2025,Sebring,GTDPRO,64,3,26,29,32,3,32,0.0058,18.24,True
imsa,2025,Sebring,GTDPRO,81,4,26,29,32,3,32,0.0058,18.18,True
imsa,2025,Sebring,GTDPRO,65,5,26,29,32,3,32,0.0058,18.24,True
imsa,2025,Sebring,GTP,31,1,26,29,32,3,32,0.0075,10.34,True
imsa,2025,Sebring,GTP,25,2,26,29,32,3,32,0.0075,10.34,True
imsa,2025,Sebring,GTP,93,3,28,31,32,1,32,0.01,5.19,True
imsa,2025,Sebring,GTP,6,4,28,31,32,1,32,0.01,5.19,True
imsa,2025,Sebring,GTP,5,5,26,29,32,3,32,0.0075,10.34,True
imsa,2025,VIR,GTD,021,1,5,8,33,25,33,0.0,63.38,False
imsa,2025,VIR,GTD,12,2,5,8,33,25,33,0.0,63.38,False
imsa,2025,VIR,GTD,120,3,22,25,33,8,33,0.0008,12.93,False
imsa,2025,VIR,GTD,13,4,22,25,33,8,33,0.0008,12.93,False
imsa,2025,VIR,GTD,27,5,22,25,33,8,33,0.0008,12.93,False
imsa,2025,VIR,GTDPRO,1,1,28,31,31,0,31,0.9875,0.0,False
imsa,2025,VIR,GTDPRO,14,2,17,20,31,11,31,0.0,20.96,False
imsa,2025,VIR,GTDPRO,3,3,22,25,31,6,31,0.0,8.74,False
imsa,2025,VIR,GTDPRO,4,4,28,31,31,0,31,0.9875,0.0,False
imsa,2025,VIR,GTDPRO,64,5,23,26,31,5,31,0.0008,6.09,False
imsa,2025,Watkins Glen,GTD,023,1,19,22,33,11,33,0.0,75.36,True
imsa,2025,Watkins Glen,GTD,27,2,19,22,33,11,33,0.0,75.36,True
imsa,2025,Watkins Glen,GTD,21,3,19,22,33,11,33,0.0,75.36,True
imsa,2025,Watkins Glen,GTD,13,4,19,22,33,11,33,0.0,75.36,True
imsa,2025,Watkins Glen,GTD,70,5,19,22,33,11,33,0.0,75.36,True
imsa,2025,Watkins Glen,GTDPRO,1,1,19,22,29,7,29,0.0,34.5,True
imsa,2025,Watkins Glen,GTDPRO,3,2,19,22,29,7,29,0.0,34.5,True
imsa,2025,Watkins Glen,GTDPRO,65,3,19,22,29,7,29,0.0,34.5,True
imsa,2025,Watkins Glen,GTDPRO,4,4,19,22,29,7,29,0.0,34.5,True
imsa,2025,Watkins Glen,GTDPRO,48,5,19,22,29,7,29,0.0,34.5,True
imsa,2025,Watkins Glen,GTP,10,1,19,22,30,8,30,0.0058,24.42,True
imsa,2025,Watkins Glen,GTP,24,2,19,22,30,8,30,0.0058,24.29,True
imsa,2025,Watkins Glen,GTP,31,3,19,22,30,8,30,0.0058,24.29,True
imsa,2025,Watkins Glen,GTP,6,4,19,22,30,8,30,0.0058,24.29,True
imsa,2025,Watkins Glen,GTP,40,5,19,22,30,8,30,0.0058,24.29,True
imsa,2026,Canadian Tire Motorsport Park,GTD,12,1,31,34,53,19,53,0.0017,5.72,True
imsa,2026,Canadian Tire Motorsport Park,GTD,120,2,31,34,53,19,53,0.0017,5.72,True
imsa,2026,Canadian Tire Motorsport Park,GTD,16,3,31,34,53,19,53,0.0017,5.72,True
imsa,2026,Canadian Tire Motorsport Park,GTD,27,4,21,24,53,29,53,0.0,15.25,False
imsa,2026,Canadian Tire Motorsport Park,GTD,34,5,31,34,53,19,53,0.0017,5.72,True
imsa,2026,Canadian Tire Motorsport Park,GTDPRO,1,1,31,34,49,15,53,0.0117,1.46,True
imsa,2026,Canadian Tire Motorsport Park,GTDPRO,14,2,31,34,49,15,53,0.0117,1.46,True
imsa,2026,Canadian Tire Motorsport Park,GTDPRO,3,3,31,34,49,15,53,0.0117,1.46,True
imsa,2026,Canadian Tire Motorsport Park,GTDPRO,4,4,25,28,50,22,53,0.0125,1.3,False
imsa,2026,Canadian Tire Motorsport Park,GTDPRO,59,5,27,30,52,22,53,0.0083,2.52,True
imsa,2026,Daytona,GTD,13,1,31,34,34,0,34,0.9942,0.0,False
imsa,2026,Daytona,GTD,57,2,31,34,34,0,34,0.9942,0.0,False
imsa,2026,Daytona,GTD,44,3,31,34,34,0,34,0.9942,0.0,False
imsa,2026,Daytona,GTDPRO,48,2,30,33,35,2,35,0.0,38.89,False
imsa,2026,Daytona,GTP,31,2,10,13,34,21,34,0.0,291.17,False
imsa,2026,Daytona,GTP,25,3,31,34,34,0,34,0.995,0.0,False
imsa,2026,Daytona,GTP,60,4,31,34,34,0,34,0.995,0.0,False
imsa,2026,Daytona,GTP,7,5,31,34,34,0,34,0.995,0.0,False
imsa,2026,Detroit,GTDPRO,1,1,16,19,37,18,59,0.005,2.74,False
imsa,2026,Detroit,GTDPRO,14,2,21,24,41,17,59,0.0058,2.92,False
imsa,2026,Detroit,GTDPRO,3,3,22,25,40,15,59,0.0083,2.28,False
imsa,2026,Detroit,GTDPRO,4,4,20,23,40,17,59,0.0075,2.53,False
imsa,2026,Detroit,GTDPRO,59,5,9,12,40,28,59,0.0083,5.09,False
imsa,2026,Detroit,GTP,10,1,32,35,41,6,51,0.0125,3.31,False
imsa,2026,Detroit,GTP,23,2,10,13,41,28,51,0.01,3.84,False
imsa,2026,Detroit,GTP,24,3,23,26,46,20,51,0.0067,1.43,False
imsa,2026,Detroit,GTP,25,4,34,37,42,5,51,0.0208,0.24,False
imsa,2026,Detroit,GTP,31,5,25,28,44,16,51,0.0092,3.29,False
imsa,2026,Laguna Seca,GTD,45,1,31,34,42,8,42,0.0,13.0,False
imsa,2026,Laguna Seca,GTD,120,2,32,35,42,7,42,0.0,11.32,False
imsa,2026,Laguna Seca,GTD,16,3,30,33,42,9,42,0.0,14.66,False
imsa,2026,Laguna Seca,GTD,12,5,30,33,42,9,42,0.0,14.66,False
imsa,2026,Laguna Seca,GTDPRO,3,1,42,45,49,4,49,0.0083,1.61,False
imsa,2026,Laguna Seca,GTDPRO,77,2,44,47,49,2,49,0.0125,1.44,False
imsa,2026,Laguna Seca,GTDPRO,4,3,20,23,49,26,49,0.0,34.0,False
imsa,2026,Laguna Seca,GTDPRO,64,5,34,37,49,12,49,0.0017,9.77,False
imsa,2026,Laguna Seca,GTP,23,1,37,40,47,7,47,0.0,5.79,False
imsa,2026,Laguna Seca,GTP,6,4,44,47,47,0,47,0.98,0.0,False
imsa,2026,Laguna Seca,GTP,31,5,43,46,47,1,47,0.0175,0.6,False
imsa,2026,Long Beach,GTD,12,1,24,27,41,14,44,0.0125,0.92,True
imsa,2026,Long Beach,GTD,13,2,23,26,33,7,44,0.0142,0.28,False
imsa,2026,Long Beach,GTD,16,3,23,26,33,7,44,0.0142,0.28,False
imsa,2026,Long Beach,GTD,177,4,24,27,41,14,44,0.0125,0.92,True
imsa,2026,Long Beach,GTD,19,5,23,26,33,7,44,0.0142,0.28,False
imsa,2026,Long Beach,GTP,24,1,15,18,16,-2,46,0.0192,0.81,False
imsa,2026,Long Beach,GTP,40,2,31,34,46,12,46,0.0208,0.93,True
imsa,2026,Long Beach,GTP,31,3,24,27,46,19,46,0.0242,0.75,False
imsa,2026,Long Beach,GTP,7,4,25,28,46,18,46,0.0167,0.53,False
imsa,2026,Long Beach,GTP,60,5,9,12,10,-2,46,0.03,0.89,False
imsa,2026,Sebring,GTD,120,1,12,15,32,17,32,0.0,92.43,False
imsa,2026,Sebring,GTD,21,2,20,23,32,9,32,0.0,46.34,True
imsa,2026,Sebring,GTD,13,3,20,23,32,9,32,0.0,46.53,True
imsa,2026,Sebring,GTD,80,4,20,23,32,9,32,0.0,46.34,True
imsa,2026,Sebring,GTD,96,5,3,6,32,26,32,0.0,136.5,False
imsa,2026,Sebring,GTDPRO,033,1,20,23,32,9,32,0.0025,27.43,True
imsa,2026,Sebring,GTDPRO,1,2,20,23,32,9,32,0.0025,27.43,True
imsa,2026,Sebring,GTDPRO,3,3,20,23,32,9,32,0.0025,27.43,True
imsa,2026,Sebring,GTDPRO,4,4,20,23,32,9,32,0.0025,27.43,True
imsa,2026,Sebring,GTDPRO,64,5,20,23,32,9,32,0.0025,27.43,True
imsa,2026,Sebring,GTP,10,1,20,23,30,7,33,0.0092,11.96,True
imsa,2026,Sebring,GTP,24,2,20,23,30,7,33,0.0092,11.96,True
imsa,2026,Sebring,GTP,31,3,20,23,30,7,33,0.0092,11.96,True
imsa,2026,Sebring,GTP,7,4,20,23,30,7,33,0.0092,11.96,True
imsa,2026,Sebring,GTP,40,5,20,23,30,7,33,0.0092,11.96,True
imsa,2026,Watkins Glen,GTD,023,1,22,25,36,11,36,0.0,22.33,True
imsa,2026,Watkins Glen,GTD,068,2,17,20,36,16,36,0.0,30.55,True
imsa,2026,Watkins Glen,GTD,12,3,17,20,36,16,36,0.0,30.55,True
imsa,2026,Watkins Glen,GTD,120,4,17,20,36,16,36,0.0,30.55,True
imsa,2026,Watkins Glen,GTD,27,5,17,20,36,16,36,0.0,30.55,True
imsa,2026,Watkins Glen,GTDPRO,033,1,17,20,38,18,38,0.0,26.9,True
imsa,2026,Watkins Glen,GTDPRO,1,2,17,20,38,18,38,0.0,26.9,True
imsa,2026,Watkins Glen,GTDPRO,14,3,17,20,38,18,38,0.0,26.9,True
imsa,2026,Watkins Glen,GTDPRO,3,4,17,20,38,18,38,0.0,26.9,True
imsa,2026,Watkins Glen,GTDPRO,4,5,17,20,38,18,38,0.0,26.9,True
imsa,2026,Watkins Glen,GTP,10,1,17,20,39,19,39,0.0008,60.3,True
imsa,2026,Watkins Glen,GTP,24,2,17,20,39,19,39,0.0008,60.3,True
imsa,2026,Watkins Glen,GTP,25,3,17,20,39,19,39,0.0008,60.3,True
imsa,2026,Watkins Glen,GTP,6,4,17,20,39,19,39,0.0008,60.3,True
imsa,2026,Watkins Glen,GTP,31,5,17,20,39,19,39,0.0008,60.3,True
wec,2022,Bahrain,HYPERCAR,7,1,29,32,33,1,33,0.0008,4.44,False
wec,2022,Bahrain,HYPERCAR,8,2,30,33,33,0,33,0.9875,0.0,False
wec,2022,Bahrain,HYPERCAR,36,3,25,28,33,5,33,0.0025,26.64,False
wec,2022,Bahrain,HYPERCAR,94,4,29,32,33,1,33,0.0042,5.07,False
wec,2022,Bahrain,HYPERCAR,93,5,28,31,33,2,33,0.0017,6.36,False
wec,2022,Le Mans,HYPERCAR,7,1,9,12,13,1,13,0.0,63.07,False
wec,2022,Le Mans,HYPERCAR,8,2,10,13,13,0,13,0.9992,0.0,False
wec,2022,Le Mans,HYPERCAR,709,3,9,12,13,1,13,0.0,62.76,False
wec,2022,Le Mans,HYPERCAR,708,4,10,13,13,0,13,0.9975,0.0,False
wec,2022,Le Mans,HYPERCAR,36,5,9,12,13,1,13,0.0,63.93,False
wec,2022,Monza,HYPERCAR,36,1,11,14,12,-2,31,0.0058,4.77,False
wec,2022,Monza,HYPERCAR,8,2,7,10,9,-1,31,0.0092,0.44,False
wec,2022,Monza,HYPERCAR,7,3,6,9,7,-2,31,0.0108,3.39,True
wec,2022,Monza,HYPERCAR,94,4,11,14,12,-2,31,0.0075,2.2,False
wec,2022,Monza,HYPERCAR,708,5,11,14,16,2,31,0.0083,2.31,True
wec,2022,Sebring,HYPERCAR,36,1,21,24,22,-2,29,0.0067,2.74,False
wec,2022,Sebring,HYPERCAR,8,2,25,28,26,-2,29,0.01,4.28,False
wec,2022,Sebring,HYPERCAR,708,3,24,27,25,-2,29,0.0092,4.31,False
wec,2022,Sebring,HYPERCAR,7,4,25,28,26,-2,29,0.0125,1.52,False
wec,2022,Spa,HYPERCAR,36,1,22,25,27,2,27,0.0042,6.4,False
wec,2022,Spa,HYPERCAR,7,2,23,26,27,1,27,0.0092,1.52,False
wec,2022,Spa,HYPERCAR,708,3,21,24,27,3,27,0.0042,9.06,False
wec,2022,Spa,HYPERCAR,8,4,24,27,25,-2,27,0.0817,2.14,False
wec,2023,Bahrain,HYPERCAR,38,1,29,32,33,1,33,0.0,9.24,False
wec,2023,Bahrain,HYPERCAR,8,2,29,32,33,1,33,0.0,9.24,False
wec,2023,Bahrain,HYPERCAR,7,3,28,31,33,2,33,0.0,18.61,False
wec,2023,Bahrain,HYPERCAR,50,4,28,31,33,2,33,0.0,18.61,False
wec,2023,Bahrain,HYPERCAR,6,5,29,32,33,1,33,0.0,9.4,False
wec,2023,Fuji,HYPERCAR,6,1,30,33,41,8,41,0.005,15.42,False
wec,2023,Fuji,HYPERCAR,8,2,38,41,41,0,41,0.99,0.0,False
wec,2023,Fuji,HYPERCAR,7,3,36,39,41,2,41,0.005,1.28,False
wec,2023,Fuji,HYPERCAR,38,4,38,41,41,0,41,0.995,0.0,False
wec,2023,Fuji,HYPERCAR,50,5,37,40,41,1,41,0.01,1.88,False
wec,2023,Portimao,HYPERCAR,8,1,35,38,38,0,38,0.9092,0.0,False
wec,2023,Portimao,HYPERCAR,50,2,34,37,38,1,38,0.0067,0.36,False
wec,2023,Portimao,HYPERCAR,6,3,35,38,38,0,38,0.9133,0.0,False
wec,2023,Portimao,HYPERCAR,2,4,34,37,38,1,38,0.005,0.74,False
wec,2023,Portimao,HYPERCAR,94,5,34,37,38,1,38,0.005,0.74,False
wec,2023,Sebring,HYPERCAR,50,4,6,9,7,-2,32,0.005,3.23,True
wec,2023,Spa,HYPERCAR,5,1,24,27,28,1,28,0.01,1.4,False
wec,2023,Spa,HYPERCAR,7,2,25,28,28,0,28,0.9808,0.0,False
wec,2023,Spa,HYPERCAR,51,4,8,11,28,17,28,0.0025,45.82,False
wec,2023,Spa,HYPERCAR,2,5,7,10,28,18,28,0.0025,48.43,False
wec,2024,Bahrain,HYPERCAR,15,1,29,32,33,1,33,0.0058,9.46,False
wec,2024,Bahrain,HYPERCAR,2,2,29,32,33,1,33,0.0058,9.46,False
wec,2024,Bahrain,HYPERCAR,93,3,30,33,33,0,33,0.9917,0.0,False
wec,2024,Bahrain,HYPERCAR,35,4,30,33,33,0,33,0.9917,0.0,False
wec,2024,COTA,HYPERCAR,35,1,7,10,8,-2,33,0.01,3.14,False
wec,2024,COTA,HYPERCAR,2,2,26,29,27,-2,33,0.0108,2.94,False
wec,2024,COTA,HYPERCAR,7,3,30,33,31,-2,33,0.0142,2.66,False
wec,2024,COTA,HYPERCAR,83,4,28,31,29,-2,33,0.005,2.78,False
wec,2024,COTA,HYPERCAR,50,5,29,32,30,-2,33,0.0075,2.17,False
wec,2024,Fuji,HYPERCAR,12,1,39,42,43,1,43,0.0033,2.78,False
wec,2024,Fuji,HYPERCAR,15,2,40,43,43,0,43,0.9908,0.0,False
wec,2024,Fuji,HYPERCAR,36,3,40,43,43,0,43,0.9908,0.0,False
wec,2024,Fuji,HYPERCAR,50,5,40,43,43,0,43,0.9908,0.0,False
wec,2024,Interlagos,HYPERCAR,7,1,40,43,44,1,44,0.005,4.61,False
wec,2024,Interlagos,HYPERCAR,5,2,40,43,44,1,44,0.005,4.61,False
wec,2024,Interlagos,HYPERCAR,51,3,41,44,44,0,44,0.9967,0.0,False
wec,2024,Interlagos,HYPERCAR,8,4,41,44,44,0,44,0.9967,0.0,False
wec,2024,Interlagos,HYPERCAR,6,5,25,28,44,16,44,0.0,71.59,False
wec,2024,Spa,HYPERCAR,12,1,25,28,29,1,29,0.005,5.48,False
wec,2024,Spa,HYPERCAR,51,2,24,27,29,2,29,0.0067,11.31,False
wec,2024,Spa,HYPERCAR,35,3,25,28,29,1,29,0.005,5.48,False
wec,2024,Spa,HYPERCAR,83,4,24,27,29,2,29,0.0067,11.31,False
wec,2024,Spa,HYPERCAR,8,5,6,9,29,20,29,0.0,119.8,True
wec,2025,Bahrain,HYPERCAR,009,1,28,31,33,2,33,0.0025,16.58,False
wec,2025,Bahrain,HYPERCAR,12,2,29,32,33,1,33,0.0058,8.88,False
wec,2025,Bahrain,HYPERCAR,83,3,29,32,33,1,33,0.0058,8.88,False
wec,2025,Bahrain,HYPERCAR,50,4,29,32,33,1,33,0.0058,8.88,False
wec,2025,Bahrain,HYPERCAR,7,5,30,33,33,0,33,0.995,0.0,False
wec,2025,COTA,HYPERCAR,35,1,15,18,16,-2,38,0.0,31.95,True
wec,2025,COTA,HYPERCAR,12,2,26,29,27,-2,38,0.0,26.15,True
wec,2025,COTA,HYPERCAR,94,3,15,18,16,-2,38,0.0,31.95,True
wec,2025,COTA,HYPERCAR,93,4,6,9,7,-2,38,0.0,35.48,True
wec,2025,Fuji,HYPERCAR,009,1,21,24,47,23,47,0.0,64.2,False
wec,2025,Fuji,HYPERCAR,12,2,25,28,47,19,47,0.0008,51.34,False
wec,2025,Fuji,HYPERCAR,94,3,25,28,47,19,47,0.0008,51.34,False
