series,year,event,car_class,car,rank,decision_lap,real_pit_lap,model_pit_lap,delta_laps,fuel_deadline_lap,p_best_at_real,median_cost_s,real_stop_neutralised
wec,2025,Fuji,HYPERCAR,20,4,25,28,47,19,47,0.0008,51.34,False
wec,2025,Fuji,HYPERCAR,35,5,25,28,47,19,47,0.0008,51.34,True
wec,2025,Imola,HYPERCAR,15,1,33,36,38,2,38,0.0058,3.84,False
wec,2025,Imola,HYPERCAR,12,2,30,33,38,5,38,0.0008,12.19,False
wec,2025,Imola,HYPERCAR,83,3,34,37,38,1,38,0.0042,1.88,False
wec,2025,Imola,HYPERCAR,93,4,33,36,38,2,38,0.0058,3.87,False
wec,2025,Imola,HYPERCAR,20,5,35,38,38,0,38,0.9917,0.0,False
wec,2025,Interlagos,HYPERCAR,38,1,41,44,44,0,44,0.83,0.0,False
wec,2025,Interlagos,HYPERCAR,12,2,28,31,44,13,44,0.0067,2.83,False
wec,2025,Interlagos,HYPERCAR,5,3,40,43,44,1,44,0.0083,0.21,False
wec,2025,Interlagos,HYPERCAR,20,4,41,44,44,0,44,0.8267,0.0,False
wec,2025,Interlagos,HYPERCAR,6,5,39,42,44,2,44,0.0083,0.72,False
wec,2025,Le Mans,HYPERCAR,12,1,9,12,14,2,14,0.0042,6.03,False
wec,2025,Le Mans,HYPERCAR,51,2,10,13,12,-1,14,0.0075,2.09,False
wec,2025,Le Mans,HYPERCAR,6,3,10,13,12,-1,14,0.0075,2.09,False
wec,2025,Le Mans,HYPERCAR,83,4,11,14,12,-2,14,0.4183,5.7,False
wec,2025,Le Mans,HYPERCAR,50,5,10,13,12,-1,14,0.0075,2.09,False
wec,2025,Losail,HYPERCAR,15,1,28,31,29,-2,37,0.0092,10.0,False
wec,2025,Losail,HYPERCAR,12,2,32,35,33,-2,37,0.0075,9.36,False
wec,2025,Losail,HYPERCAR,93,3,32,35,33,-2,37,0.0075,9.36,False
wec,2025,Losail,HYPERCAR,8,4,24,27,25,-2,37,0.0075,12.49,False
wec,2025,Losail,HYPERCAR,20,5,32,35,33,-2,37,0.0075,9.36,False
wec,2025,Spa,HYPERCAR,007,1,23,26,28,2,28,0.0058,3.65,False
wec,2025,Spa,HYPERCAR,12,2,23,26,28,2,28,0.0058,3.65,False
wec,2025,Spa,HYPERCAR,93,3,22,25,28,3,28,0.005,7.93,False
wec,2025,Spa,HYPERCAR,15,4,23,26,28,2,28,0.0058,3.65,False
wec,2025,Spa,HYPERCAR,35,5,23,26,28,2,28,0.0058,3.65,False
wec,2026,Imola,HYPERCAR,15,1,34,37,36,-1,38,0.01,0.36,False
wec,2026,Imola,HYPERCAR,7,2,29,32,38,6,38,0.0042,5.9,False
wec,2026,Imola,HYPERCAR,20,3,33,36,38,2,38,0.0067,1.62,False
wec,2026,Imola,HYPERCAR,35,4,32,35,38,3,38,0.0042,1.4,False
wec,2026,Imola,HYPERCAR,8,5,32,35,38,3,38,0.0042,1.4,False
wec,2026,Le Mans,HYPERCAR,20,1,11,14,12,-2,14,0.005,34.12,False
wec,2026,Le Mans,HYPERCAR,12,2,11,14,12,-2,14,0.005,34.12,False
wec,2026,Le Mans,HYPERCAR,8,3,7,10,8,-2,14,0.0033,31.68,False
wec,2026,Le Mans,HYPERCAR,83,4,11,14,12,-2,14,0.005,34.12,False
wec,2026,Le Mans,HYPERCAR,35,5,10,13,11,-2,14,0.0025,33.45,False
wec,2026,Spa,HYPERCAR,007,1,25,28,28,0,28,0.9933,0.0,False
wec,2026,Spa,HYPERCAR,12,2,24,27,28,1,28,0.0058,1.35,False
wec,2026,Spa,HYPERCAR,15,3,25,28,28,0,28,0.9933,0.0,False
wec,2026,Spa,HYPERCAR,17,4,24,27,28,1,28,0.0058,1.35,False
wec,2026,Spa,HYPERCAR,20,5,24,27,28,1,28,0.0058,1.35,False
