time_s,Status,Message
0.0,2,Yellow
473.47,1,AllClear
1265.41,2,Yellow
2124.238,1,AllClear
3756.381,2,Yellow
3767.162,1,AllClear
4084.985,6,VSCDeployed
4161.515,7,VSCEnding
4174.046,1,AllClear
4382.902,2,Yellow
4383.933,1,AllClear
6483.943,2,Yellow
6503.927,4,SCDeployed
6653.065,5,Red
7602.923,1,AllClear
7939.214,4,SCDeployed
8028.634,1,AllClear
9233.613,2,Yellow
9248.394,1,AllClear
10736.009,2,Yellow
10747.259,1,AllClear
