time_s,Status,Message
3.133,2,Yellow
12.284,1,AllClear
14.876,2,Yellow
708.278,1,AllClear
1240.673,2,Yellow
1267.849,1,AllClear
3097.173,2,Yellow
3103.773,1,AllClear
3107.484,2,Yellow
3127.769,1,AllClear
3134.69,2,Yellow
3144.748,1,AllClear
4690.247,2,Yellow
4749.213,6,VSCDeployed
4866.431,7,VSCEnding
4880.621,1,AllClear
5186.185,2,Yellow
5192.065,1,AllClear
7365.972,2,Yellow
7402.133,6,VSCDeployed
7647.871,7,VSCEnding
7660.908,1,AllClear
9508.902,2,Yellow
