time_s,Status,Message
693.566,1,AllClear
3768.255,2,Yellow
3822.88,4,SCDeployed
4283.546,1,AllClear
6875.955,2,Yellow
6878.877,1,AllClear
7589.759,2,Yellow
7592.791,1,AllClear
