time_s,Status,Message
24.491,1,AllClear
1060.825,2,Yellow
1065.814,1,AllClear
2060.843,2,Yellow
2154.306,1,AllClear
2497.243,2,Yellow
2544.684,1,AllClear
3216.416,2,Yellow
3474.535,1,AllClear
4325.12,2,Yellow
4328.954,4,SCDeployed
5270.163,1,AllClear
7646.655,2,Yellow
7667.268,4,SCDeployed
8702.727,1,AllClear
8965.516,2,Yellow
9051.142,1,AllClear
9194.868,2,Yellow
9223.734,4,SCDeployed
9835.069,1,AllClear
