time_s,Status,Message
0.0,1,AllClear
458.581,2,Yellow
478.436,1,AllClear
531.745,2,Yellow
554.062,1,AllClear
1462.385,2,Yellow
1483.27,1,AllClear
1548.43,2,Yellow
2050.741,1,AllClear
3479.804,2,Yellow
3488.476,1,AllClear
3994.483,2,Yellow
4023.394,1,AllClear
4024.956,2,Yellow
4059.687,6,VSCDeployed
4259.989,7,VSCEnding
4272.616,1,AllClear
6888.902,2,Yellow
6898.675,1,AllClear
