time_s,Status,Message
0.0,1,AllClear
388.909,2,Yellow
389.909,1,AllClear
391.394,2,Yellow
392.909,1,AllClear
7158.892,2,Yellow
7176.095,1,AllClear
8519.6,2,Yellow
8547.115,4,SCDeployed
9279.834,1,AllClear
