time_s,Status,Message
0.0,2,Yellow
432.992,1,AllClear
1365.684,2,Yellow
2269.629,1,AllClear
3260.053,2,Yellow
3274.194,1,AllClear
3382.1,2,Yellow
3387.233,1,AllClear
3494.02,2,Yellow
3497.141,1,AllClear
5361.037,6,VSCDeployed
5384.189,7,VSCEnding
5399.091,1,AllClear
6920.323,2,Yellow
6947.545,6,VSCDeployed
7020.478,7,VSCEnding
7035.273,1,AllClear
7815.354,2,Yellow
7835.334,4,SCDeployed
8581.764,1,AllClear
