time_s,Status,Message
0.0,2,Yellow
450.185,1,AllClear
3767.426,2,Yellow
3779.996,1,AllClear
4296.002,2,Yellow
4308.338,1,AllClear
4465.457,2,Yellow
4473.638,1,AllClear
