time_s,Status,Message
0.0,1,AllClear
812.755,2,Yellow
822.942,1,AllClear
825.567,2,Yellow
832.255,1,AllClear
3277.953,2,Yellow
3288.254,1,AllClear
4296.126,2,Yellow
4322.849,4,SCDeployed
4569.488,1,AllClear
6509.248,2,Yellow
6512.967,1,AllClear
9502.527,2,Yellow
9679.506,1,AllClear
