time_s,Status,Message
328.637,1,AllClear
1319.04,2,Yellow
1323.165,1,AllClear
3787.651,2,Yellow
3788.151,1,AllClear
3855.978,2,Yellow
3891.243,1,AllClear
7739.83,2,Yellow
7758.298,6,VSCDeployed
7853.875,7,VSCEnding
7866.437,1,AllClear
