time_s,Status,Message
0.0,2,Yellow
571.034,1,AllClear
1479.95,2,Yellow
1520.127,1,AllClear
1523.138,2,Yellow
2304.94,1,AllClear
3449.271,2,Yellow
3456.935,1,AllClear
3461.471,2,Yellow
3466.655,1,AllClear
3478.833,2,Yellow
3524.838,1,AllClear
3573.272,2,Yellow
3576.613,6,VSCDeployed
3748.176,7,VSCEnding
3761.221,1,AllClear
6098.098,6,VSCDeployed
6224.835,7,VSCEnding
6238.162,1,AllClear
6521.954,6,VSCDeployed
6604.478,7,VSCEnding
6616.929,1,AllClear
