time_s,Status,Message
0.0,1,AllClear
855.761,2,Yellow
860.652,1,AllClear
869.183,2,Yellow
878.12,1,AllClear
946.666,6,VSCDeployed
1063.867,7,VSCEnding
1075.538,1,AllClear
1155.771,2,Yellow
1164.896,4,SCDeployed
1675.262,1,AllClear
2455.53,2,Yellow
2456.67,1,AllClear
3052.519,2,Yellow
3054.691,1,AllClear
3682.07,4,SCDeployed
4034.721,1,AllClear
5192.481,2,Yellow
5194.184,1,AllClear
5832.986,2,Yellow
5840.361,1,AllClear
5979.077,2,Yellow
5988.061,1,AllClear
6280.681,2,Yellow
