time_s,Status,Message
0.0,1,AllClear
2792.143,2,Yellow
2795.717,1,AllClear
3476.247,2,Yellow
3518.234,4,SCDeployed
3922.922,1,AllClear
3979.217,2,Yellow
4032.049,6,VSCDeployed
4206.866,7,VSCEnding
4219.151,1,AllClear
