time_s,Status,Message
0.0,1,AllClear
3458.172,2,Yellow
3463.506,1,AllClear
3508.274,2,Yellow
3546.54,6,VSCDeployed
3653.361,7,VSCEnding
3663.708,1,AllClear
6154.999,2,Yellow
6158.5,1,AllClear
6159.958,2,Yellow
6166.076,1,AllClear
8528.652,2,Yellow
8554.092,1,AllClear
