time_s,Status,Message
89.745,1,AllClear
1837.879,2,Yellow
1869.838,1,AllClear
3806.855,2,Yellow
3812.069,1,AllClear
3918.853,2,Yellow
3951.78,4,SCDeployed
4377.77,1,AllClear
8920.049,2,Yellow
9056.014,1,AllClear
