time_s,Status,Message
485.416,1,AllClear
6538.964,2,Yellow
6554.531,1,AllClear
7758.938,2,Yellow
7761.419,1,AllClear
7766.637,2,Yellow
7818.024,6,VSCDeployed
7966.453,7,VSCEnding
7978.041,1,AllClear
