time_s,Status,Message
0.0,1,AllClear
920.751,2,Yellow
923.161,1,AllClear
924.861,2,Yellow
927.74,1,AllClear
2622.474,2,Yellow
2637.738,1,AllClear
4315.277,2,Yellow
4335.584,4,SCDeployed
4682.505,1,AllClear
4878.845,2,Yellow
4897.0,1,AllClear
6421.605,2,Yellow
6427.661,1,AllClear
7504.377,2,Yellow
7547.311,6,VSCDeployed
7605.7,7,VSCEnding
7664.438,1,AllClear
