series_code,year,event,circuit_name,session,session_id,car,class,driver_name,driver_id,lap,stint_number,stint_lap,lap_time,lap_time_s1,lap_time_s2,lap_time_s3,pit_time,flags,est_tire_age,air_temp_f,track_temp_f,humidity_percent,raining,race_duration_minutes
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,1,1.0,0,110.284,53.568,38.176,18.54,,GF,0,56.7,112.28,78.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,2,1.0,1,85.012,30.789,35.902,18.321,,GF,0,56.4,112.1,78.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,3,1.0,2,84.168,30.469,35.477,18.222,,GF,1,56.6,112.1,79.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,4,1.0,3,83.986,30.277,35.471,18.238,,GF,2,56.9,111.92,78.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,5,1.0,4,85.175,30.465,35.388,19.322,,GF,3,57.3,112.1,77.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,6,1.0,5,86.005,30.602,36.639,18.764,,GF,4,57.4,112.28,77.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,7,1.0,6,86.061,31.222,36.475,18.364,,GF,5,57.9,112.46,77.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,8,1.0,7,84.291,30.636,35.383,18.272,,GF,6,58.3,112.46,77.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,9,1.0,8,83.759,30.343,35.188,18.228,,GF,7,58.1,112.64,75.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,10,1.0,9,83.638,30.286,34.943,18.409,,GF,8,58.1,112.46,75.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,11,1.0,10,84.144,30.601,35.182,18.361,,GF,9,58.2,112.64,74.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,12,1.0,11,84.356,30.499,35.532,18.325,,GF,10,58.3,112.64,73.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,13,1.0,12,84.501,30.727,35.431,18.343,,GF,11,58.9,112.46,72.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,14,1.0,13,84.658,30.351,35.863,18.444,,GF,12,58.6,112.64,72.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,15,1.0,14,84.613,30.615,35.584,18.414,,GF,13,58.4,112.46,74.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,16,1.0,15,85.679,30.778,36.094,18.807,,GF,14,58.0,112.46,74.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,17,1.0,16,85.784,30.747,36.26,18.777,,GF,15,57.9,112.46,75.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,18,1.0,17,85.204,30.621,35.584,18.999,,GF,16,57.8,112.46,74.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,19,1.0,18,84.877,30.762,35.596,18.519,,GF,17,57.5,112.28,76.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,20,1.0,19,84.65,30.753,35.456,18.441,,GF,18,57.5,112.28,76.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,21,1.0,20,84.255,30.387,35.456,18.412,,GF,19,57.4,112.28,76.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,22,1.0,21,84.732,30.709,35.606,18.417,,GF,20,57.7,112.28,76.0,False,162
imsa,2025,Laguna Seca,WeatherTech Raceway Laguna Seca,race,673,021,GTD,Sheena Monk,sheena monk,23,1.0,22,84.697,30.713,35.537,18.447,,GF,21,57.8,112.28,75.0,False,162
